num_past_loans,past_defaults,late_payments_count,avg_days_past_due,on_time_payment_ratio,repayment_regular_for_last_6m,utilization_ratio,current_outstanding_balance,active_loans_count,emi_bounce_count,field_officer_repayment_rating,declared_monthly_income,bank_avg_monthly_inflow,bank_balance_median,transaction_count_monthly,electricity_units,mobile_recharge_amount,asset_owned_count,ration_card_type,household_size,occupation_type,education_level,district_poverty_index,income_to_loan_ratio,monthly_obligation_ratio,repayment_score,ration_score,education_score,occupation_score,income_proxy_score
,1.0,6.0,,0.9022752653632651,1.0,0.269563397532426,17732.804670879683,2.0,,3.369423445348722,7164.942689668544,10675.7063287129,1943.4411845455616,10.0,131.57768440949022,133.74847079524926,0.0,Antyodaya,6.0,Farmer,Secondary,0.6755875867354134,4.848328594551816,0.16725230379278505,79.93559778370064,0.0,0.5,0.4,28.182581832250296
4.0,1.0,7.0,11.998775329584928,0.6079444483423124,,0.5007236516728887,28911.042597652126,2.0,1.0,1.897769360243959,7989.062923082656,5720.035883500882,433.04490974602095,5.0,113.67311987727454,81.99099772602736,1.0,BPL,7.0,Daily Wage,Secondary,0.5064766438329634,3.315876239224175,0.15000137486172985,64.4281054410177,0.3,0.5,0.1,25.47390269263946
1.0,,6.0,10.412191273023415,0.3574765039566281,0.0,0.4697144811452293,37202.0096851285,,1.0,2.1454296383155373,10345.401991836568,9251.68817229212,1556.0537162974456,9.0,127.07817953509017,180.50297951092335,2.0,APL,5.0,Daily Wage,Secondary,0.5817825255062219,3.336956470800382,0.17375901660883325,64.0821527863822,1.0,0.5,0.1,38.32779641921896
0.0,0.0,4.0,7.239023159900391,,1.0,0.14016733728404346,7619.369842282294,0.0,0.0,5.0,5835.010567121873,4468.581727290267,704.7798387953794,5.0,90.47383721351447,124.02633814532778,1.0,APL,5.0,Self Employed,Secondary,0.7527025886894033,9.188547046227287,0.0,100.0,1.0,0.5,0.7,29.34986995600885
2.0,1.0,5.0,8.825607216461904,0.6416150796065305,0.0,0.4645740852962479,28360.80697449098,3.0,1.0,2.0661225165650494,7488.601897601911,10830.745711164507,859.0718131676218,8.0,93.10505007287249,147.40373915129746,0.0,APL,6.0,,Primary,0.1533455145425437,3.1684590072856507,0.24003687513976213,56.68239604973113,1.0,,0.7,34.42865913718816
,0.0,3.0,,1.0,1.0,0.09606937064441544,5093.2751890682575,2.0,,5.0,,7880.806086855697,1316.4887372525727,18.0,81.8079513738002,95.6129085430689,2.0,APL,,Farmer,Illiterate,,16.706354855900464,0.1689667889487677,100.0,1.0,0.0,0.4,
1.0,0.0,2.0,4.065855046777368,0.6800925336551897,1.0,0.11501180397208234,8796.087282925308,0.0,,3.7585097868083452,8431.83920769418,12348.869018392874,,11.0,110.28744613035973,140.21380827329526,2.0,,2.0,Daily Wage,,0.38923427330181637,11.501769533277148,0.0,96.52149691651776,0.0,0.7,0.1,36.85724785862731
2.0,0.0,,10.412191273023415,0.7022883115782318,0.0,0.2566859850087082,22058.322289335385,3.0,1.0,3.869488676423556,12038.946796522581,9923.475239300184,1174.2030602787818,8.0,165.52979693761603,213.44416711481287,1.0,BPL,4.0,Self Employed,,0.7464948783388384,6.549038980590712,0.14931798835360607,78.69586469441946,0.3,0.7,0.7,39.62954214511627
0.0,0.0,5.0,8.825607216461904,0.308155637257312,0.0,0.6140796464095013,43163.41945137208,5.0,1.0,1.8988253048189567,9716.045080550595,9366.108924269522,858.0203289913505,7.0,123.3871668078696,217.3626419042391,0.0,Antyodaya,6.0,Daily Wage,Primary,0.8734380424018441,2.701126123055061,0.3083551670695292,60.138454761979084,0.0,0.2,0.1,25.238212672977866
4.0,,4.0,7.239023159900391,,1.0,0.3943833715914877,24639.44331848656,3.0,1.0,1.5093500476859303,7921.94369371654,9594.435186178693,1129.139138119393,6.0,106.91968004248984,,2.0,BPL,,Daily Wage,Illiterate,0.5669625494762471,3.8580200484167815,0.2269081676002524,64.38892399763864,0.3,0.0,0.1,28.53110201175558
3.0,0.0,6.0,10.412191273023415,0.8862990996608398,,0.15660369416851805,8238.298874982227,1.0,1.0,4.789542616836596,7076.9490083522405,6513.137496088358,620.6627626181595,8.0,112.21008542717674,177.51752542306411,1.0,BPL,6.0,Self Employed,Primary,0.6715671859802278,10.307113431470233,0.08466579953315799,,0.3,0.2,0.7,28.564715564700844
4.0,0.0,4.0,7.239023159900391,0.9687345761084165,1.0,0.06032212719639426,3590.3667209204177,3.0,0.0,5.0,6436.289528653189,9252.004002064506,,5.0,99.17121661661716,158.41273271133983,0.0,,7.0,Daily Wage,Primary,0.541050869860763,21.505872372745017,0.2792760256531956,100.0,0.3,0.2,0.1,23.278637708260487
1.0,0.0,6.0,10.412191273023415,0.7279946456279099,1.0,0.42764925108441243,29075.93335138429,5.0,1.0,3.9980203466719466,7635.799003101256,8025.4616359789925,1366.8688422102282,12.0,85.24253954150348,151.03135067859077,2.0,APL,7.0,Self Employed,Higher Secondary,0.41910424336034585,3.1512810147447268,0.39235038895465846,85.78510373662883,1.0,0.7,0.7,38.39718132854402
,0.0,2.0,4.065855046777368,0.8764411967373334,0.0,0.3138827914503338,18314.684087102534,0.0,1.0,4.740253102219064,7841.125399948767,9339.085525996687,493.0261834528786,13.0,114.73059563308863,167.59662484590768,0.0,BPL,7.0,Self Employed,Primary,0.4268766947180624,5.1373186145770875,0.0,89.22094482214675,0.3,0.2,0.7,30.776314308958778
1.0,0.0,7.0,11.998775329584928,0.6556284801300285,1.0,0.3445145507921784,20514.172793805006,3.0,0.0,3.636189519182539,7177.601432839752,7039.72804335319,777.090501324834,11.0,76.29588678049097,175.85798903651806,1.0,APL,5.0,Daily Wage,Higher Secondary,0.4687640373869471,4.198415390392724,0.2504360567111217,86.94432059330371,1.0,0.7,0.1,33.10139269701754
1.0,1.0,4.0,7.239023159900391,0.8444787815794275,,0.3853383985965897,20691.639299263654,2.0,1.0,3.080441026429534,5879.355072975911,5097.8660856274555,366.11592252064247,12.0,110.82698671501646,125.02603331689295,3.0,APL,7.0,,Primary,0.7278274438133211,3.4095341756728694,0.20381769617996676,66.04379511943013,1.0,0.2,0.7,33.914927173871725
3.0,,11.0,18.345111555830975,0.5016738635056325,0.0,0.5348324252750429,30366.09328136115,,0.0,,,8668.947893952265,458.6316072292138,14.0,105.4735781499,108.62815210334097,0.0,Antyodaya,8.0,Govt Job,Secondary,0.5244177854635624,2.5592455953131124,0.09251548900841036,67.9441200422789,0.0,0.5,1.0,
1.0,,,5.652439103338879,1.0,1.0,0.2869768821815451,14739.562512264902,1.0,0.0,5.0,6574.3667129038695,8772.458715772222,1732.3369424128632,,105.59648110351945,141.02759944815082,,APL,6.0,Daily Wage,Secondary,0.6591286612435198,5.35206173368241,0.09113715447551286,100.0,1.0,0.5,0.1,29.717242518189494
4.0,0.0,12.0,19.931695612392485,0.1292057569018487,0.0,0.5630122762901858,38650.13461668865,2.0,3.0,1.0040759030416404,7113.367425672516,9619.60029272287,1453.147414657364,16.0,134.97095999668713,134.2327771436405,2.0,APL,6.0,Farmer,Higher Secondary,0.7645256009584173,2.2084839152746003,0.16846479131359104,46.946585751465584,1.0,0.7,0.4,38.871307247107445
0.0,0.0,2.0,4.065855046777368,0.944441673749532,,0.17299987583598284,11325.084253433111,1.0,0.0,5.0,7077.6371813326905,6823.443413194901,804.1091273624314,10.0,86.4946608100008,128.86773625819015,3.0,Antyodaya,6.0,Daily Wage,Illiterate,0.43467338274744216,7.498765175638543,0.08465756846916724,100.0,0.0,0.0,0.1,27.466965260152282
0.0,0.0,4.0,7.239023159900391,1.0,1.0,0.0710306088620111,4692.467252356129,0.0,0.0,5.0,7292.910371339517,10088.989494262865,1156.7070017745843,7.0,115.45930477015294,142.2192143497456,1.0,BPL,9.0,Farmer,Secondary,0.4421537742092801,18.646113789787613,0.0,100.0,0.3,0.5,0.4,
0.0,1.0,5.0,8.825607216461904,0.8902080694302191,0.0,0.5036386558033938,,2.0,1.0,,8423.10432953067,8045.966806054817,1417.1484757180342,8.0,117.93517895774507,140.7239654411232,2.0,Antyodaya,9.0,Daily Wage,Primary,0.7505858529548127,3.314922652451866,0.14227274221815142,65.81514560781929,0.0,0.2,0.1,
0.0,0.0,1.0,2.4792709902158556,0.8572442820189731,1.0,0.12353888037697369,7189.031920579023,2.0,0.0,4.644268528627262,8096.9379517248535,8007.166047363143,1085.8641497374524,13.0,120.52439632171698,141.57456352342723,0.0,APL,6.0,Self Employed,Illiterate,0.8255916576095556,13.513605571430281,0.14800316214312886,100.0,1.0,0.0,0.7,31.0940382058792
,1.0,3.0,5.652439103338879,0.6552884333422974,1.0,0.3367769844921058,20620.427797839897,2.0,0.0,2.1344892852438835,6784.733044280333,6374.58820004048,,10.0,94.10909774043104,,3.0,Antyodaya,7.0,Farmer,Higher Secondary,0.5978914346777942,3.948164856940335,0.17662357417734822,72.80952525778623,0.0,0.7,,30.81127789055376
3.0,1.0,12.0,19.931695612392485,0.19652270804995947,0.0,0.6024490694001577,36051.931692351354,1.0,2.0,1.0,7599.605512297287,7938.110284115941,1492.8662890236285,6.0,115.5153906182446,135.78602905315202,2.0,BPL,5.0,Daily Wage,Illiterate,,2.529482676353739,0.0788437461827878,36.10033218885302,0.3,0.0,0.1,28.1109083099123
1.0,0.0,0.0,0.8926869336543437,0.903553786481438,0.0,0.07532388638357085,5036.944332968123,3.0,0.0,4.875816050939587,7824.368739070782,5643.2634679036755,1030.0921603124377,8.0,,138.07883645124255,2.0,BPL,5.0,Private Job,Higher Secondary,0.2651628820614399,18.637050880935863,0.22973749806385121,94.06737815838957,0.3,0.7,0.9,36.02202415366425
1.0,0.0,,4.065855046777368,0.4263613085975236,1.0,0.3789460989013764,39275.06110834487,2.0,1.0,2.489853661520015,10779.69284758785,9707.175144611298,623.6582520769922,6.0,151.14430057483776,212.18212042338027,2.0,BPL,6.0,Daily Wage,Primary,0.23843908396804503,3.293515452433448,0.11117285694326186,81.1063750932934,0.3,0.2,0.1,35.471454293995514
0.0,0.0,1.0,2.4792709902158556,0.877432470248075,1.0,0.06923909871225394,4325.675961977836,0.0,0.0,4.745209469772773,6768.090260870966,6119.763115923664,752.0986129234257,12.0,104.52915595275722,110.33489490389253,1.0,BPL,,Self Employed,Secondary,,18.77124236808461,0.0,100.0,0.3,0.5,,28.183129577268506
0.0,0.0,4.0,7.239023159900391,0.6044410762693787,1.0,0.2998279325007445,17444.10609168339,3.0,1.0,,5941.242304786317,8208.348222069719,1190.4038720105461,15.0,107.25416335201822,145.76330609837137,1.0,,8.0,Farmer,Illiterate,0.9425729534080521,4.086814220718569,0.3025424651723023,85.69174844990546,0.3,0.0,,25.13732795962574
3.0,0.0,2.0,4.065855046777368,,1.0,0.05,3088.88722387865,1.0,1.0,,8846.022413925351,,1326.8240978661604,5.0,,203.87634906879975,2.0,Antyodaya,3.0,Private Job,Primary,0.8739621181412821,34.354738951881295,0.06773580802777443,97.12609412710822,0.0,0.2,0.9,34.06348821815025
1.0,0.0,2.0,4.065855046777368,0.860778649933121,1.0,0.10437159064599985,6175.012415794218,,1.0,4.661940368198002,7641.37669698496,6955.34984543192,650.5155556879757,10.0,100.8849692021482,125.61641054544927,1.0,APL,8.0,Daily Wage,Illiterate,0.4698909398542908,14.847204667095475,0.07841280737751162,100.0,1.0,0.0,0.1,28.106617492852983
4.0,0.0,7.0,11.998775329584928,0.7564607127519757,1.0,0.18207403124997643,10764.879073187505,1.0,0.0,,6353.418443204379,6290.682726992344,1179.2940729185573,5.0,79.76447446311506,127.99395194773173,,BPL,6.0,,Illiterate,0.2976929446469475,7.081727446514918,0.0943060670623499,93.81700991247277,0.3,0.0,0.1,23.193545570096013
1.0,0.0,3.0,5.652439103338879,1.0,1.0,0.06244319719321335,3637.5261605290634,2.0,0.0,5.0,7728.743800822319,11362.237631369628,2099.6765082913316,5.0,128.0418434155912,144.20059407673384,1.0,BPL,7.0,Farmer,,0.7629529295715402,25.48969596975006,0.1550530592704285,100.0,0.3,0.5,0.4,30.12306076421277
0.0,0.0,7.0,11.998775329584928,0.3056232094927633,0.0,0.40762527625093326,30727.314452224393,2.0,0.0,1.8861631659962135,9617.697119949838,11323.473346896822,1996.0756617100592,17.0,152.7633481357428,136.28273946701194,1.0,BPL,8.0,Farmer,Secondary,0.9054189857740839,3.7558963938239533,0.12460319820324904,64.86971846168869,0.3,0.5,,34.25081726925377
,1.0,5.0,8.825607216461904,0.7379196307964994,1.0,0.3664131089893377,27534.887116741556,3.0,0.0,2.5476452725148935,8310.314849494205,10466.586793160746,1988.7291730184522,15.0,102.51415558889119,,2.0,Antyodaya,7.0,Farmer,Graduate,0.691655548002014,3.6215930785574493,0.21630520177569756,73.16929292311173,0.0,1.0,0.4,35.53106940287498
5.0,0.0,10.0,16.758527499269462,0.3303128467745711,0.0,0.6197136308436967,49308.25121814742,2.0,2.0,2.0096113524052526,,14404.369867375632,2325.654769266872,13.0,130.79468606629806,,1.0,Antyodaya,7.0,Daily Wage,Secondary,0.6286195100729148,2.373664749807616,0.12286675066756562,56.96909346211528,0.0,0.5,0.1,33.782743001119165
1.0,0.0,1.0,2.4792709902158556,0.9935182775314684,1.0,0.12347461782019944,10384.671002015613,2.0,,5.0,10724.559627455947,13166.129430165878,1428.1439869329245,9.0,156.05180234777725,206.03882357975314,1.0,APL,8.0,,,0.7316259479510129,12.391564830476023,0.11174432526822042,100.0,1.0,0.0,0.4,36.80047354138313
2.0,0.0,6.0,10.412191273023415,0.6505148829762447,1.0,0.2439696082590359,14759.57302952999,2.0,0.0,3.6106215334136205,,7224.577735137763,900.563844146417,7.0,105.24382101598306,146.61002817003137,0.0,APL,2.0,Self Employed,Higher Secondary,0.699586829070342,5.75844226701197,0.1691831633185908,89.42775647803072,1.0,0.7,0.7,34.14401085310626
1.0,0.0,2.0,4.065855046777368,0.9185683186900289,1.0,0.0878677543256863,4459.1511806644785,3.0,,4.950888711982541,7212.223226793031,7258.451506445518,1260.0780790033252,5.0,,143.8601962181611,1.0,APL,7.0,Farmer,Illiterate,0.6519571307136242,19.404427163077138,0.24923402188129443,100.0,1.0,0.0,0.4,28.16675118284196
4.0,0.0,5.0,8.825607216461904,0.7163040071443245,0.0,0.19856921003088218,21488.500959286797,3.0,0.0,3.939567154254019,11456.923644577462,9046.6825326705,,19.0,129.71240512167574,179.2929707966802,2.0,APL,7.0,Daily Wage,Secondary,0.6895965761834194,6.397686200130932,0.15690282910830944,82.5051059577861,1.0,0.5,0.1,40.201654137719395
,1.0,9.0,15.171943442707951,,0.0,0.6688716806304695,31638.338571013664,2.0,3.0,1.0,5069.928591311526,3958.478649993504,596.022506935182,16.0,86.75875787157885,76.54194311944781,0.0,APL,6.0,Farmer,Primary,0.5062122077954315,1.9228955421803922,0.23635127218073276,35.582302473235025,1.0,0.2,0.4,26.483527488964967
5.0,1.0,9.0,15.171943442707951,0.44382577486361974,1.0,0.4461548880281649,27102.27563626371,2.0,0.0,1.0771759928504956,8373.05326188654,8392.338945430036,1151.189599843715,13.0,99.89485951828996,166.59350069533602,0.0,APL,3.0,Daily Wage,Secondary,0.9036549950251699,3.707176966027032,0.1431230953771272,59.77014269829581,1.0,0.5,0.1,31.920309915862425
1.0,0.0,3.0,,1.0,1.0,0.11858651605094725,6120.5754448870675,4.0,0.0,5.0,,6006.5055082468525,1104.6930982057684,8.0,114.19584227215991,153.39395289205322,0.0,BPL,6.0,Farmer,Primary,0.13977668006077199,,0.41313094364830744,100.0,0.3,0.2,0.4,26.266000216648123
0.0,,1.0,2.4792709902158556,0.8939171311040334,1.0,0.05,3529.2419656394277,,0.0,4.827632774052564,7577.962779012163,9287.153629763083,1509.181392600923,5.0,73.35007119379102,115.99611106770831,1.0,APL,6.0,Farmer,Graduate,0.616098067114274,25.759014320616103,0.23720668486717614,100.0,1.0,1.0,0.4,33.85236107906595
,0.0,4.0,7.239023159900391,1.0,1.0,0.05,2748.483240512818,2.0,0.0,5.0,6493.651612827021,6939.131902126859,1297.513045763388,7.0,79.62141644688845,145.38775765045915,1.0,BPL,4.0,Farmer,Illiterate,0.6261565476779557,28.34125998869167,0.18453960198989533,100.0,0.3,0.0,0.4,25.42279271222417
2.0,0.0,4.0,7.239023159900391,0.6724400037189526,1.0,0.41335812299737335,34929.33157224042,5.0,0.0,3.72024713712716,9207.216421739395,11797.13103193057,2152.352248073279,11.0,125.40206137003064,163.51430056899898,,BPL,8.0,Daily Wage,Secondary,0.8812581699281496,3.163056062962707,0.3253942915765371,87.73406687002668,,0.5,0.1,28.61689527412058
2.0,0.0,6.0,10.412191273023415,0.9429808454055608,1.0,0.17875457819519178,12155.349693136513,1.0,0.0,5.0,8367.924067616614,6528.966338185286,648.459469009453,5.0,,135.05439999402302,0.0,BPL,,Farmer,Secondary,0.6830649535368619,8.260299460461706,0.07160540674109958,100.0,0.3,0.5,,25.441063343831647
0.0,0.0,10.0,16.758527499269462,,1.0,,,2.0,3.0,1.0,12475.95367535743,11884.773073024164,827.6770589846063,17.0,122.34057993671081,235.96740401357366,1.0,APL,,Farmer,Secondary,0.9129782178062098,1.9202707863735111,0.09605873796432093,54.678050058095714,,0.5,0.4,43.13831199838701
3.0,0.0,3.0,5.652439103338879,0.8207549423426552,1.0,0.2737539178255687,18111.203271876024,2.0,1.0,4.461821830245674,8838.66994455304,12577.239038268499,1953.5464280261103,20.0,157.79552053680905,166.28692481389618,,BPL,3.0,Daily Wage,Secondary,0.9419578651861078,5.8559435173372245,0.1355842957046889,95.48479687331609,,0.5,0.1,34.92641995802012
2.0,0.0,3.0,5.652439103338879,0.8165694591383248,,0.19206394921070452,16351.576223435539,2.0,2.0,4.440894414224021,9757.870403530429,7172.465423431551,1363.2425166229996,,135.91289407601604,176.78701370324228,1.0,Antyodaya,6.0,Farmer,Higher Secondary,0.8286183565446756,7.160611468335635,0.12281343784015682,94.25308194643117,0.0,0.7,0.4,30.09785027846975
3.0,0.0,3.0,5.652439103338879,0.6145982157790788,0.0,,4893.943993106054,0.0,0.0,3.431038197427791,7061.941875493053,8657.896241975564,1614.0303406166795,14.0,99.30965479090283,107.79734848861602,1.0,Antyodaya,3.0,Daily Wage,,0.6404822788195883,17.312415142086916,0.0,83.7835380126665,0.0,0.7,0.1,29.937293490910086
1.0,0.0,4.0,7.239023159900391,0.3128859469066133,,0.503002561511241,40884.95169439676,3.0,2.0,1.9224768530654632,11574.794913246667,13233.491723263114,2487.87963155447,13.0,150.77502139879095,227.45401541874952,3.0,Antyodaya,7.0,Daily Wage,Secondary,0.22820682678064186,3.39719471365504,0.1553051560618027,61.73852215776644,0.0,0.5,,41.73315995057853
0.0,0.0,4.0,7.239023159900391,0.9745443029898051,1.0,0.22169048471949596,13993.288474849529,2.0,0.0,5.0,6451.393560447875,4827.533594777321,872.1515073323677,5.0,103.82572324948978,116.47495433169286,0.0,,8.0,Self Employed,Secondary,0.863263795408467,5.532022786618088,,100.0,0.3,0.5,0.7,22.635505791779956
2.0,0.0,2.0,4.065855046777368,0.7029051603287715,1.0,0.29371970275578385,19996.136481541664,1.0,1.0,3.872572920176254,8783.268217831872,7073.348790283768,818.7486130491565,14.0,107.88045438750916,166.27967382730637,2.0,,7.0,Self Employed,Illiterate,0.908145551664537,5.270715570265328,0.06821970788990483,92.6002044200636,0.3,0.0,0.7,30.74146665683364
2.0,0.0,6.0,10.412191273023415,0.825542619157912,1.0,0.31362226690877804,25114.95838926239,,0.0,4.4857602143219575,9838.430896467256,9146.56667890123,1742.2706054775788,17.0,123.12497964014872,192.5524859957219,1.0,Antyodaya,2.0,Farmer,Illiterate,0.9083919861006611,4.700643667576737,0.0,96.25289144507215,0.0,0.0,0.4,32.18513197744267
1.0,0.0,5.0,8.825607216461904,0.7210295950121897,1.0,0.2799852901251066,19690.95317885516,4.0,0.0,3.963195093593345,8329.502709564347,6510.6134377166,947.7377767711878,11.0,110.18359100371177,161.1895313499834,1.0,BPL,3.0,,Primary,0.6370160218783455,5.075882092899798,0.28774264062553995,90.86189789516018,0.3,0.2,0.1,28.844086559994253
2.0,0.0,6.0,10.412191273023415,0.44145603428802027,0.0,0.43675013038986626,24615.24021730301,1.0,0.0,2.565327289972498,6237.544864521357,6211.950749158466,1084.2873009480581,5.0,,144.8701998405452,0.0,BPL,3.0,Farmer,Illiterate,0.8355276067573586,3.0406974303753773,0.09605769051290497,,0.3,0.0,0.4,22.104216238739163
1.0,1.0,,4.065855046777368,0.7686555895290303,1.0,0.10090958206337013,5973.054907687781,3.0,,2.7013250661775485,6339.466871977423,7837.072815961822,743.4670202506804,13.0,89.82599755455743,149.86960164613555,2.0,BPL,8.0,Private Job,,0.520201412262832,12.733997868990604,0.28354073475042313,79.27410674440604,0.3,1.0,0.9,35.7201939237403
3.0,0.0,4.0,7.239023159900391,0.8500463826835625,1.0,0.2688725299434102,14567.88195355255,2.0,1.0,4.608279031950209,7614.356625785023,9796.744764857605,1224.6193088790967,8.0,119.85523957846047,191.89552819800195,2.0,APL,8.0,Farmer,,0.5659103815441233,6.271742732265023,0.15738204822030666,95.7539030932062,1.0,,,34.73907836692425
3.0,0.0,1.0,2.4792709902158556,,1.0,0.2251732430538713,17099.153422151827,1.0,1.0,3.5179140844869417,7834.683673881774,7783.960780194618,526.367626126852,13.0,106.85184475467643,121.9660903650913,2.0,BPL,6.0,Daily Wage,Primary,0.424337057146277,5.497974302662754,0.07647835680816777,91.5822087882973,,,0.1,
1.0,1.0,4.0,7.239023159900391,0.4117955179671193,0.0,0.4504507801563601,27343.35772848829,1.0,2.0,1.0,,10377.599711151153,758.8997265949047,17.0,119.79340743607302,142.2452247213669,0.0,Antyodaya,4.0,Farmer,Higher Secondary,0.5341171233441382,3.2395911284765697,0.0811670822221839,,0.0,0.7,0.4,32.63624580448072
5.0,0.0,7.0,11.998775329584928,0.3358930296298879,0.0,0.5250830356095112,31299.450614183283,1.0,0.0,,6586.129822705871,9217.98560451512,1577.0788546425454,6.0,87.09536334589882,162.88694893219036,1.0,APL,,Farmer,Illiterate,0.6738691778558563,2.524997446415602,0.09097440432727044,65.28666608773541,1.0,0.0,0.4,27.51556234030287
2.0,0.0,2.0,4.065855046777368,0.7504459588900306,1.0,0.14369129092594948,9708.965960396345,3.0,,4.11027691298255,7302.464597989406,5949.768448595934,,10.0,111.83323037045632,140.31911857189576,1.0,BPL,6.0,Farmer,Secondary,0.6078764425397699,9.024704672836565,0.24615449440750523,96.32364862685948,0.3,0.5,0.4,
5.0,0.0,11.0,18.345111555830975,0.6160231095749723,1.0,0.4535264480845821,28082.01894346584,,1.0,,7225.343911421236,,1156.2453645565442,8.0,74.73301189270138,95.61810702195022,,BPL,9.0,Daily Wage,Illiterate,0.8218673930301266,,0.4975629883044463,76.90332931329736,0.3,,0.1,21.32058999096745
3.0,0.0,1.0,2.4792709902158556,1.0,1.0,0.10052268556996782,8580.533885063907,1.0,1.0,5.0,9829.866366146087,,1103.9006089226655,15.0,135.09298275601918,201.46859651563582,2.0,BPL,4.0,Farmer,Primary,0.7232761707898492,13.745607483885685,0.06095700923274661,100.0,0.3,0.2,0.4,36.368861653315776
1.0,0.0,4.0,7.239023159900391,0.45865710818351224,0.0,0.278378079729601,21505.188423675496,3.0,,2.651332659449958,9368.31804338495,,,10.0,136.41561476425386,169.89755730906757,3.0,BPL,7.0,Farmer,Graduate,0.8056005719719332,5.227324075560499,0.1918795612675875,71.27860015445623,0.3,1.0,0.4,
,0.0,2.0,,0.4877938647515113,1.0,0.29711110059534956,,2.0,1.0,2.7970164422899533,9326.210746670764,,1630.5134028299192,17.0,105.79454194680271,,,,8.0,Daily Wage,Secondary,0.6735990288413293,4.950918396712264,0.12849719559750786,84.31058752947396,1.0,0.5,0.1,32.56598860529799
4.0,0.0,11.0,18.345111555830975,0.30508978403439707,,,,0.0,3.0,1.8834960387043824,7378.272660869434,8519.574218296133,659.4494776228553,21.0,109.53394772154724,146.81749348665164,0.0,BPL,8.0,Self Employed,Primary,0.6839248575818051,2.8890966573319328,0.0,56.13312336775444,0.3,,0.7,
4.0,1.0,12.0,19.931695612392485,0.8085388691171098,1.0,0.4375448626805626,33181.81249203438,3.0,1.0,2.9007414641179454,8147.140930804042,9796.16964495733,551.291107760519,5.0,123.97738668605993,,,BPL,7.0,Daily Wage,Higher Secondary,0.7317323228391837,2.946275008880498,,67.44779016025045,0.3,,0.1,29.262659153927668
2.0,0.0,,8.825607216461904,0.7323571827549653,0.0,0.10916693027748169,7883.755619933264,2.0,1.0,4.019833032307224,7875.949087970507,,1244.4871007608542,9.0,105.91582668976413,132.0735980507602,2.0,Antyodaya,7.0,,Illiterate,0.43423201258165217,,0.15215541071916827,82.62277954466286,0.0,0.0,0.1,25.698987455824042
3.0,0.0,11.0,18.345111555830975,,1.0,0.4301204237207087,22804.54761034996,2.0,0.0,3.250487527047554,6123.512449738619,6749.657039082101,884.569882050806,14.0,107.78097636178592,124.1198442813464,1.0,BPL,4.0,Self Employed,Primary,0.6857983326484217,3.22211729585983,,80.93505838815855,0.3,0.2,0.7,
5.0,0.0,8.0,13.58535938614644,0.7364589645401479,,0.33457001179558776,20680.909474148037,4.0,0.0,4.0403419412331365,6508.074540498818,5410.971025307624,795.1795447567935,6.0,87.5252524970296,144.27408749613664,0.0,Antyodaya,4.0,,Secondary,0.9046263336255311,3.7760969113420275,0.36826139145804976,78.1410516752548,0.0,0.5,0.1,20.622640896349218
1.0,,7.0,11.998775329584928,0.41112926630171504,,0.6632100388483172,41573.966890379976,2.0,0.0,2.413693450040972,8579.13044301628,7243.94751839189,,11.0,120.76697118855051,138.2247877375212,,,4.0,Farmer,Primary,0.8726776927012587,,0.13968557140872553,65.72144710630317,1.0,0.2,0.4,30.77492269627292
3.0,0.0,5.0,,0.7163583887824533,0.0,0.1978160487580043,18514.48777712759,0.0,0.0,3.9398390624446633,9920.47452875895,12856.601946374569,2067.262135365792,9.0,129.31957066341988,188.88504017168654,3.0,,6.0,,Primary,0.7236204559697309,6.429519750063837,0.0,84.48155866752913,1.0,0.2,0.1,39.55876457608283
1.0,0.0,4.0,,0.7865026314787903,0.0,,14429.804972166963,1.0,1.0,4.290560275926349,6678.564310150616,9557.304136392115,1764.581301614,5.0,101.45754386211837,167.36986307740733,,BPL,6.0,Daily Wage,,,5.5535898292839985,0.0897154640664808,84.52603464257602,0.3,0.2,0.1,23.905921779772054
4.0,1.0,11.0,18.345111555830975,,0.0,0.6969888532121996,50092.52177482155,1.0,0.0,2.308453351846082,9244.848428624711,9734.872870567784,1937.9000094975984,13.0,138.92378967440584,128.4394306256717,4.0,BPL,9.0,,Primary,,2.214621316548306,0.06481397748115617,54.67390427644285,0.3,0.2,0.4,37.95032911171729
7.0,0.0,,18.345111555830975,0.593836887936494,0.0,0.5473222519126443,48453.466500734794,1.0,0.0,3.327231558214867,12476.194435360394,,1702.221054708794,16.0,152.59725119370788,209.60125269873663,2.0,,7.0,,,0.7431240143369121,3.0897942756640275,0.04802844220722894,70.91763712238887,0.3,0.2,0.4,41.74622917184212
0.0,,2.0,4.065855046777368,0.7050196807359618,0.0,0.10807185660458409,,1.0,1.0,3.8831455222122058,5941.710707825496,6895.777427809566,882.1343810575538,5.0,86.20010063408208,133.73304030535277,,,4.0,Daily Wage,Primary,0.631132228275908,11.939799282463703,0.10083953961580963,84.63877930048682,0.0,,0.1,
3.0,0.0,4.0,7.239023159900391,,1.0,0.28044515848886686,19263.930053553006,2.0,1.0,3.989264285606467,8264.702044996955,11582.639719001925,2114.1367392210805,9.0,140.02471622986292,156.1738451000825,0.0,APL,4.0,Farmer,Primary,0.5838343269212617,5.148029308399823,0.1449992290031272,91.27618793260578,1.0,0.2,0.4,34.87452941240025
